 Loan_ID, Nos_Dep, Education, Self_employed, Annual_income, Loan_amount, Loan_Term, Cibil_score, Residential_assets_value, Commercial_assets_value, Luxury_assets_value, Bank_asset_value, Loan_status
2085,2, Graduate, No,6500000,14100000,14,577,4600000,12000000,25100000,3900000,1
2086,4, Not Graduate, No,200000,700000,10,576,500000,100000,400000,300000,1
2087,4, Graduate, No,5500000,11600000,12,474,1800000,2400000,20100000,5600000,0
2088,3, Graduate, Yes,8000000,25300000,4,306,22300000,7300000,24400000,6600000,1
2089,3, Not Graduate, Yes,4100000,13900000,20,383,1900000,2300000,15800000,3800000,0
2090,2, Graduate, No,1400000,4700000,20,563,400000,2300000,2800000,1400000,1
2091,1, Graduate, No,2100000,4200000,12,379,2700000,2100000,,2500000,0
2092,1, Not Graduate, No,8800000,30200000,18,897,17100000,7900000,28700000,11100000,1
2093,3, Not Graduate, Yes,7100000,25400000,10,725,20600000,5300000,16000000,8600000,1
2094,1, Not Graduate, No,8600000,31500000,16,678,19700000,13400000,22200000,5300000,1
2095,2, Not Graduate, Yes,5400000,14800000,6,724,1000000,400000,13100000,5400000,1
2096,3, Graduate, Yes,1000000,2500000,6,808,2900000,600000,2000000,500000,1
2097,0, Graduate, No,5400000,18400000,8,625,12100000,3000000,13000000,4800000,1
2098,2, Not Graduate, No,7500000,22400000,14,695,8100000,3900000,15300000,9400000,1
2099,4, Graduate, Yes,6300000,14500000,10,349,3800000,12300000,16500000,5700000,0
2100,5, Not Graduate,,2200000,5400000,12,833,4900000,3300000,7000000,1600000,1
2101,4, Graduate, Yes,2700000,10400000,16,671,6100000,3700000,5600000,4000000,1
2102,0, Not Graduate, Yes,2800000,6300000,12,647,4100000,0,8700000,2300000,1
2103,2, Not Graduate, Yes,8200000,28700000,14,316,23300000,16100000,17700000,4300000,0
2104,5, Not Graduate,nan,800000,,12,363,1200000,1000000,3100000,900000,0
2105,4, Not Graduate, Yes,2400000,9400000,2,871,3700000,300000,7100000,3500000,1
2106,4, Graduate, Yes,6000000,17000000,12,607,15300000,3200000,22100000,3900000,1
2107,3, Graduate,nan,9500000,25700000,18,446,16900000,13600000,,10100000,0
2108,3, Not Graduate,,5800000,14100000,12,738,11700000,4400000,15400000,8400000,1
2109,3, Graduate,,2800000,9400000,10,519,7000000,3500000,7700000,1500000,0
2110,3, Graduate, Yes,4000000,8300000,8,531,3700000,7400000,15200000,5900000,0
2111,1, Not Graduate, No,1000000,3400000,18,578,2300000,400000,3100000,1200000,1
2112,0, Graduate, No,9100000,21100000,20,578,5900000,6200000,33700000,5600000,1
2113,0, Graduate, No,4600000,18100000,14,442,2800000,200000,15600000,3300000,0
2114,2, Not Graduate, No,7800000,16900000,6,751,17400000,6300000,20400000,11700000,1
2115,5, Not Graduate, No,9800000,26600000,12,664,5200000,2900000,22500000,14100000,1
2116,1, Graduate, No,7400000,26600000,18,505,2200000,2400000,22400000,3900000,0
2117,3, Graduate, Yes,4300000,16600000,10,571,5700000,3700000,12800000,5800000,1
2118,5, Not Graduate,nan,1100000,3900000,,858,3200000,1200000,3800000,1100000,1
2119,1, Not Graduate, Yes,8700000,33800000,18,558,18300000,11500000,31500000,5900000,1
2120,3, Graduate,,4800000,14200000,12,547,10400000,700000,9800000,2400000,0
2121,4, Not Graduate, No,4400000,9800000,18,732,2400000,2400000,15100000,4400000,1
2122,5, Not Graduate, Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000,1
2123,3, Not Graduate, Yes,9400000,32100000,10,617,22700000,5800000,29400000,11400000,1
2124,0, Not Graduate, Yes,800000,2400000,4,518,500000,800000,,500000,1
2125,0, Not Graduate, No,3800000,14800000,10,390,5900000,5700000,9500000,4600000,0
2126,3, Not Graduate, Yes,6000000,21300000,4,802,4700000,8900000,17300000,7600000,1
2127,2, Not Graduate, Yes,6800000,15500000,12,338,9900000,1200000,21800000,8500000,0
2128,5, Not Graduate, No,5200000,11700000,6,658,8100000,5100000,11400000,5600000,1
2129,0, Not Graduate, No,1900000,6700000,12,595,3000000,3200000,4900000,1700000,1
2130,5, Graduate, Yes,3600000,8500000,20,594,4400000,6400000,7400000,4500000,1
2131,3, Not Graduate, No,2000000,5800000,8,799,3000000,3100000,5500000,1000000,1
2132,5, Graduate,nan,9200000,18600000,20,497,1000000,300000,24200000,10700000,0
2133,0, Not Graduate, Yes,6100000,15900000,18,456,12900000,10800000,19100000,8800000,0
2134,5, Not Graduate, No,300000,500000,8,396,400000,300000,1200000,200000,0
2135,5, Not Graduate, No,8500000,23400000,16,604,25100000,16500000,24500000,4800000,1
2136,0, Not Graduate, Yes,4100000,12800000,8,799,3700000,700000,9400000,2700000,1
2137,2, Graduate, No,7800000,26400000,4,763,2200000,8400000,,6700000,1
2138,2, Graduate, No,2300000,8800000,18,336,1800000,800000,5200000,1500000,0
2139,4, Graduate, Yes,600000,2300000,6,495,1700000,600000,2000000,300000,0
2140,1, Not Graduate, No,2900000,11500000,20,431,3600000,3800000,5900000,3100000,0
2141,1, Not Graduate, No,4800000,14300000,4,489,12400000,7900000,,3600000,0
2142,1, Graduate, No,1600000,4600000,12,415,800000,600000,3900000,1500000,0
2143,3, Not Graduate,nan,2600000,8100000,12,425,7300000,1900000,6800000,2200000,0
2144,2, Not Graduate,,200000,300000,20,519,0,0,400000,300000,0
2145,3, Graduate, No,1500000,3200000,4,767,2000000,400000,3700000,1400000,1
2146,0, Not Graduate, Yes,7700000,16900000,14,473,22100000,4000000,29000000,6400000,0
2147,5, Graduate, Yes,7200000,21300000,2,801,9900000,1700000,20400000,7200000,1
2148,4, Graduate, No,1000000,,16,543,200000,100000,2000000,1000000,0
2149,1, Graduate,nan,6300000,17200000,12,714,10100000,4200000,24700000,8500000,1
2150,3, Graduate, No,1900000,4100000,12,830,4600000,1100000,5300000,2100000,1
2151,5, Graduate, No,4400000,15300000,4,401,200000,5400000,,2400000,1
2152,0, Not Graduate, No,9100000,26400000,6,518,15800000,1100000,35300000,5700000,0
2153,0, Graduate, Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000,0
2154,2, Graduate, Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000,0
2155,5, Graduate, No,6900000,26500000,16,322,20500000,9800000,17100000,9400000,0
2156,4, Not Graduate, Yes,1200000,4100000,16,585,900000,900000,2300000,900000,1
2157,1, Graduate, Yes,1000000,3000000,10,813,2900000,500000,3300000,800000,1
2158,0, Graduate,,3100000,10400000,18,622,1300000,5000000,7200000,1600000,1
2159,1, Graduate, Yes,2100000,6300000,16,899,2400000,2200000,4400000,2200000,1
2160,4, Graduate, No,9400000,33300000,18,369,20600000,5600000,32200000,7200000,0
2161,4, Graduate, No,1400000,2700000,18,703,600000,1300000,5400000,900000,1
2162,4, Not Graduate, Yes,1200000,2800000,,366,3300000,300000,4200000,1400000,0
2163,5, Not Graduate,,7900000,27800000,16,857,23300000,12500000,17200000,10600000,1
2164,3, Not Graduate, No,5500000,17600000,8,882,5800000,7800000,20300000,3100000,1
2165,2, Not Graduate, Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000,0
2166,4, Graduate, No,5800000,14700000,10,692,2300000,10100000,17700000,3900000,1
2167,1, Graduate, No,2100000,8100000,6,817,4600000,2900000,,2900000,1
2168,4, Not Graduate, No,3900000,10800000,20,433,4700000,1600000,14500000,2300000,0
2169,1, Graduate, Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000,0
2170,3, Not Graduate, Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000,0
2171,3, Not Graduate, Yes,5400000,14300000,4,595,4100000,2800000,19300000,4900000,1
2172,2, Not Graduate, No,2900000,11000000,2,835,4900000,3200000,11500000,1400000,1
2173,4, Graduate, No,7100000,28300000,6,850,5600000,7100000,26000000,9700000,1
2174,1, Graduate, Yes,800000,2500000,4,409,1300000,1000000,,900000,1
2175,4, Graduate, Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000,1
2176,0, Graduate, Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000,1
2177,2, Graduate, No,7500000,19900000,10,790,3500000,13000000,19900000,5900000,1
2178,3, Graduate, Yes,8000000,31200000,20,392,7300000,8400000,16000000,6000000,0
2179,5, Graduate, Yes,1600000,,2,748,1400000,1000000,4200000,1000000,1
2180,3, Not Graduate, No,3800000,11400000,4,323,5800000,4000000,9600000,4400000,1
2181,3, Graduate, No,1300000,2900000,8,733,3800000,1900000,3800000,1800000,1
2182,4, Not Graduate, No,3400000,10500000,16,543,3100000,4500000,11100000,4500000,0
2183,3, Graduate,,3400000,,14,757,5400000,1600000,7700000,3000000,1
2184,5, Graduate, Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000,0
2185,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,1
2186,1, Not Graduate, No,6900000,20900000,4,574,3200000,1800000,,5200000,1
2187,5, Graduate, Yes,300000,800000,18,774,400000,200000,900000,400000,1
2188,4, Graduate, No,5800000,13500000,14,816,13800000,9300000,20400000,7900000,1
2189,2, Graduate, Yes,3300000,6700000,8,845,1300000,4600000,12300000,3200000,1
2190,2, Not Graduate, No,400000,1500000,4,743,700000,500000,1200000,300000,1
2191,1, Not Graduate, No,4200000,10700000,6,466,7400000,7000000,14000000,4700000,0
2192,2, Not Graduate, Yes,600000,2300000,12,335,400000,900000,1200000,400000,0
2193,5, Not Graduate, Yes,4400000,15200000,6,446,9500000,2200000,16700000,5800000,0
2194,0, Graduate, Yes,9200000,29400000,,868,9200000,13800000,,5300000,1
2195,5, Not Graduate, Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000,0
2196,4, Graduate, No,3400000,12700000,2,741,3300000,6100000,7700000,3700000,1
2197,4, Not Graduate, Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000,1
2198,3, Not Graduate, Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000,0
2199,4, Not Graduate, No,2800000,8300000,14,381,3200000,1100000,9100000,1500000,0
2200,1, Graduate, Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000,0
2201,5, Not Graduate, Yes,800000,2200000,14,574,2200000,1200000,1700000,1100000,1
2202,1, Not Graduate, No,4100000,11100000,6,405,12000000,2900000,9000000,5900000,0
2203,5, Graduate, Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000,1
2204,3, Graduate, Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000,0
2205,0, Not Graduate, No,6000000,22000000,12,826,1400000,2000000,14100000,7000000,1
2206,4, Not Graduate, No,5700000,13300000,2,333,9400000,3000000,11800000,8200000,0
2207,5, Not Graduate, No,3100000,12300000,18,805,4900000,1900000,6100000,2800000,1
2208,1, Not Graduate, Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000,1
2209,1, Not Graduate, No,8100000,21900000,6,884,15100000,5400000,27500000,6600000,1
2210,3, Graduate, Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000,0
2211,1, Graduate,nan,8700000,30000000,12,543,21900000,12700000,,12700000,0
2212,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000,0
2213,1, Graduate, Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000,1
2214,5, Not Graduate, Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000,0
2215,, Graduate, No,400000,1400000,18,827,-100000,0,900000,600000,1
2216,0, Graduate, Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000,1
2217,0, Graduate, Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000,0
2218,1, Graduate, No,3000000,9400000,4,622,600000,3500000,9600000,2000000,1
2219,3, Not Graduate, Yes,200000,700000,18,526,400000,100000,500000,0,0
2220,5, Not Graduate, Yes,6800000,19000000,8,865,9500000,7200000,25000000,6300000,1
2221,4, Graduate, No,6900000,20800000,4,839,2600000,2400000,16100000,7400000,1
2222,0, Not Graduate, Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000,0
2223,3, Graduate,nan,6600000,14600000,10,841,15300000,12100000,14800000,6000000,1
2224,3, Not Graduate, Yes,1800000,5700000,14,670,5300000,3100000,3500000,2700000,1
2225,5, Not Graduate, Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000,1
2226,1, Graduate, Yes,7000000,16000000,4,554,13000000,8600000,26600000,7900000,1
2227,4, Graduate, No,700000,1800000,18,728,400000,1300000,2200000,600000,1
2228,5, Not Graduate, Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000,0
2229,1, Graduate, Yes,600000,1900000,8,445,1200000,100000,1600000,300000,0
2230,5, Graduate, No,1000000,3000000,4,896,2800000,1100000,2000000,1100000,1
2231,1, Not Graduate, Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000,0
2232,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,1
2233,4, Not Graduate, No,8600000,20900000,10,867,24300000,7200000,23700000,9900000,1
2234,3, Not Graduate, Yes,7500000,26000000,2,342,13900000,1900000,26900000,11200000,1
2235,5, Not Graduate, Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000,1
2236,1, Graduate,nan,4200000,11300000,4,704,4700000,2800000,14900000,4000000,1
2237,0, Graduate, No,6500000,20200000,16,842,8300000,12200000,14300000,9600000,1
2238,0, Graduate, Yes,7400000,15200000,12,600,6200000,8500000,18800000,4100000,1
2239,0, Not Graduate, No,800000,2300000,16,739,1800000,600000,2000000,400000,1
2240,1, Graduate, Yes,800000,2800000,10,798,1300000,1300000,2500000,400000,1
2241,5, Graduate, Yes,4200000,8700000,6,583,6000000,800000,8500000,2500000,1
2242,3, Graduate, Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000,0
2243,3, Not Graduate, Yes,8300000,25900000,,696,14400000,12200000,23500000,7100000,1
2244,4, Graduate, No,5100000,12300000,20,410,9200000,9200000,18700000,5600000,0
2245,5, Not Graduate, No,700000,1400000,4,344,1500000,800000,,300000,0
2246,4, Graduate, No,9700000,36400000,4,772,13800000,11300000,38100000,13500000,1
2247,0, Graduate, Yes,9400000,29900000,12,302,12300000,1500000,35700000,8200000,0
2248,3, Graduate, Yes,3200000,9100000,18,376,4500000,800000,9000000,1700000,0
2249,0, Graduate, Yes,3700000,11600000,10,747,0,4500000,9000000,3500000,1
2250,2, Graduate, Yes,4200000,15800000,6,710,12300000,3700000,12600000,4600000,1
2251,3, Not Graduate, No,3200000,11500000,16,492,4800000,2300000,10400000,3200000,0
2252,5, Graduate, No,7900000,17700000,2,559,19700000,2800000,28900000,5400000,1
2253,3, Not Graduate,,2200000,8300000,18,314,1100000,900000,5800000,2000000,0
2254,0, Graduate, Yes,2700000,8400000,6,744,1200000,4100000,7500000,2000000,1
2255,5, Not Graduate,,6800000,18000000,12,690,17800000,11800000,25000000,9300000,1
2256,5, Graduate, Yes,9000000,31400000,2,677,12000000,10800000,20700000,8700000,1
2257,1, Graduate, No,4700000,15700000,4,468,13300000,5100000,16200000,3600000,1
2258,2, Not Graduate, No,9000000,27300000,14,353,22600000,4400000,26900000,7200000,0
2259,4, Not Graduate, Yes,8800000,22200000,,512,6800000,4000000,31900000,9900000,0
2260,0, Not Graduate,nan,6000000,22700000,10,480,200000,11900000,13700000,8700000,0
2261,2, Graduate, Yes,9100000,24200000,16,685,25600000,1900000,31100000,9100000,1
2262,1, Not Graduate, Yes,8300000,28400000,16,704,1400000,11700000,,11400000,1
2263,1, Graduate, Yes,7600000,23900000,12,692,500000,12200000,,5000000,1
2264,1, Not Graduate, Yes,3500000,9600000,4,398,1700000,6000000,7900000,4600000,0
2265,5, Graduate, Yes,1000000,3500000,18,882,900000,500000,2900000,600000,1
2266,2, Graduate, Yes,5700000,15100000,18,330,5900000,3800000,16600000,6200000,0
2267,5, Graduate, No,700000,2400000,16,447,1300000,700000,2600000,800000,0
2268,1, Not Graduate, No,9300000,28900000,6,526,11100000,1600000,19700000,11000000,0
2269,0, Graduate, No,9500000,,18,577,6200000,10300000,30200000,14100000,1
2270,5, Graduate, Yes,7300000,21000000,14,759,15500000,8000000,20300000,10800000,1
2271,3, Graduate, Yes,4100000,12700000,10,465,6400000,1900000,14100000,3200000,0
2272,2, Graduate, No,2900000,10200000,4,789,1200000,4100000,6100000,3600000,1
2273,1, Graduate, No,7900000,25700000,20,681,14900000,3000000,18100000,8800000,1
2274,0, Not Graduate, No,6900000,22900000,10,313,5600000,9300000,26200000,8000000,0
2275,3, Not Graduate, No,6900000,22700000,4,650,900000,13400000,15500000,6400000,1
2276,1, Not Graduate, No,1200000,4500000,4,439,3200000,1800000,2900000,1200000,1
2277,1, Graduate, No,2900000,9600000,4,658,8200000,4300000,7000000,2700000,1
2278,4, Graduate, Yes,3200000,10700000,4,450,7300000,3000000,8200000,1800000,1
2279,5, Not Graduate,,2600000,8200000,4,849,7400000,2000000,8900000,2700000,1
2280,0, Not Graduate, No,1300000,4900000,12,555,2400000,1200000,4100000,1700000,1
2281,1, Not Graduate, No,9900000,20700000,20,821,12700000,8200000,38100000,11100000,1
2282,0, Not Graduate, No,2000000,4700000,2,820,4700000,500000,7900000,1200000,1
2283,1, Not Graduate, No,5100000,15300000,4,721,7000000,6100000,15300000,5900000,1
2284,4, Graduate, Yes,8200000,24000000,20,831,23000000,3000000,24800000,5400000,1
2285,1, Not Graduate, Yes,4600000,13600000,18,487,11200000,8500000,,5400000,0
2286,2, Graduate,nan,8300000,30100000,16,636,5200000,5100000,33100000,7200000,1
2287,0, Graduate, No,6900000,20700000,16,857,17100000,13700000,14600000,8800000,1
2288,3, Not Graduate, No,8800000,24900000,16,668,16700000,17200000,30000000,10500000,1
2289,1, Graduate, No,6500000,23400000,2,672,5000000,10400000,16700000,7600000,1
2290,2, Not Graduate, Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000,1
2291,5, Not Graduate, No,2700000,8200000,2,848,7000000,1000000,6200000,1500000,1
2292,0, Graduate, Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000,1
2293,2, Not Graduate,nan,9900000,19900000,6,312,21400000,2200000,31400000,11000000,0
2294,2, Not Graduate, No,9100000,18600000,20,403,18400000,11700000,20300000,9200000,0
2295,3, Not Graduate, Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000,1
2296,0, Graduate, No,5200000,17800000,18,558,8300000,5400000,13000000,3100000,1
2297,5, Graduate, No,1800000,6000000,,548,1400000,2400000,6500000,2600000,1
2298,0, Not Graduate, No,7300000,28200000,16,486,15300000,8800000,16400000,7700000,0
2299,4, Graduate,,3200000,11600000,6,635,3300000,4600000,6500000,3900000,1
2300,4, Not Graduate, No,7100000,28200000,14,496,6300000,10900000,27700000,4600000,0
2301,4, Graduate, Yes,1400000,4800000,6,411,1400000,300000,4400000,1600000,0
2302,4, Not Graduate, No,2700000,10700000,6,857,7400000,4200000,8200000,2800000,1
2303,4, Graduate,,9300000,35900000,18,461,9800000,12700000,26200000,11400000,0
2304,0, Graduate, Yes,6700000,14900000,16,638,3300000,6900000,22300000,8100000,1
2305,1, Not Graduate, Yes,1900000,4700000,2,870,4700000,2300000,3900000,2300000,1
2306,5, Not Graduate, No,8400000,19500000,6,815,5300000,2500000,24000000,7200000,1
2307,2, Not Graduate, Yes,2500000,7200000,16,454,4200000,1000000,7100000,2100000,0
2308,3, Graduate, Yes,3200000,7400000,2,543,3600000,4500000,11200000,4600000,0
2309,4, Not Graduate, Yes,3000000,10900000,2,786,7600000,3300000,8000000,3200000,1
2310,2, Not Graduate,,400000,1300000,2,885,200000,300000,,500000,1
2311,2, Not Graduate, Yes,8700000,19900000,10,829,7500000,10500000,20200000,8400000,1
2312,4, Not Graduate, No,7400000,15400000,6,677,22000000,13500000,28900000,7400000,1
2313,4, Not Graduate, Yes,5700000,14400000,12,645,14500000,8600000,12900000,4700000,1
2314,5, Not Graduate, Yes,9700000,27600000,10,788,9400000,3100000,31800000,10600000,1
2315,2, Not Graduate, No,8900000,23100000,4,519,22800000,500000,25200000,4700000,0
2316,5, Not Graduate, Yes,7100000,21500000,4,557,8900000,8000000,26400000,4000000,1
2317,3, Graduate, Yes,9800000,28400000,12,487,8900000,15400000,30800000,11100000,0
2318,2, Graduate,,3900000,9700000,8,539,4400000,7600000,7900000,5100000,0
2319,2, Graduate, Yes,2200000,8100000,8,710,500000,2900000,7300000,1000000,1
2320,5, Not Graduate, Yes,600000,1700000,20,879,1100000,100000,2300000,700000,1
2321,4, Not Graduate, Yes,6900000,22000000,10,512,6100000,9100000,20600000,3900000,0
2322,2, Graduate, Yes,7400000,27300000,18,561,12600000,400000,27100000,9600000,1
2323,2, Not Graduate,,1900000,4600000,16,631,3200000,2700000,4500000,2700000,1
2324,1, Graduate, Yes,2000000,5600000,14,569,5000000,1100000,,1600000,1
2325,4, Not Graduate, No,7400000,17900000,6,384,13400000,12300000,,4700000,0
2326,2, Not Graduate, Yes,2300000,9000000,6,583,3600000,1300000,,3400000,1
2327,5, Not Graduate, Yes,4000000,15500000,12,517,0,600000,12100000,3500000,0
2328,3, Graduate, Yes,1500000,5800000,18,420,800000,1900000,4100000,1400000,0
2329,2, Not Graduate, Yes,5200000,12900000,18,644,400000,5000000,12000000,7500000,1
2330,2, Graduate,,5400000,14500000,8,349,10800000,4800000,21100000,6600000,0
2331,3, Graduate, No,7700000,25300000,18,662,3400000,11400000,,9900000,1
2332,0, Not Graduate,,1900000,6400000,20,704,900000,3400000,5300000,1900000,1
2333,4, Not Graduate, Yes,6400000,15500000,2,324,18400000,11100000,13900000,4500000,0
2334,1, Graduate, No,1800000,5400000,4,415,4400000,2000000,5600000,1800000,1
2335,5, Graduate, Yes,4300000,13800000,18,618,9600000,800000,14000000,2400000,1
2336,0, Not Graduate, No,1100000,4100000,18,887,400000,1300000,,1300000,1
2337,2, Not Graduate, Yes,8800000,31100000,12,729,12300000,2400000,21900000,9400000,1
2338,4, Graduate, No,4800000,18600000,14,774,10800000,5800000,,6500000,1
2339,0, Not Graduate,nan,200000,700000,20,724,600000,0,500000,300000,1
2340,5, Graduate, No,2500000,6400000,16,590,3200000,3900000,5800000,3500000,1
2341,0, Graduate, Yes,6100000,19200000,6,890,13900000,5900000,16700000,7600000,1
2342,4, Not Graduate, No,4800000,10100000,12,634,9200000,300000,15000000,6900000,1
2343,4, Graduate, Yes,900000,2800000,2,660,1200000,1400000,2400000,900000,1
2344,4, Not Graduate, No,1300000,3500000,12,512,3300000,1400000,3200000,700000,0
2345,4, Not Graduate, Yes,4200000,9100000,2,900,6700000,5300000,10900000,5900000,1
2346,1, Not Graduate, Yes,800000,2600000,2,439,600000,0,1800000,400000,1
2347,5, Graduate, Yes,7400000,17100000,2,441,14700000,1600000,20600000,10800000,0
2348,3, Not Graduate, No,6900000,18500000,6,360,14000000,0,18800000,9600000,0
2349,1, Graduate, Yes,8800000,33700000,14,561,10200000,7100000,25700000,11900000,1
2350,2, Graduate, No,5400000,20600000,18,621,11200000,2200000,11600000,5500000,1
2351,4, Graduate, Yes,2900000,5900000,18,621,200000,3100000,8500000,3500000,1
2352,3, Graduate, No,9800000,21000000,12,342,25400000,16600000,26900000,7000000,0
2353,4, Graduate, No,3300000,10800000,4,552,4200000,900000,8600000,3300000,1
2354,0, Not Graduate,nan,300000,500000,18,376,300000,0,800000,300000,0
2355,3, Not Graduate, Yes,5400000,16300000,4,512,1600000,3400000,13100000,6000000,1
2356,0, Graduate, No,6600000,15200000,18,497,1500000,6900000,14500000,9300000,0
2357,0, Graduate, No,5700000,17200000,8,386,4200000,7100000,14400000,2900000,0
2358,3, Not Graduate, Yes,8500000,26100000,2,683,6600000,10400000,,5700000,1
2359,3, Not Graduate, Yes,7800000,17700000,6,876,15600000,15200000,25100000,10800000,1
2360,, Graduate, Yes,7200000,16500000,18,515,7800000,6300000,17300000,10600000,0
2361,2, Not Graduate,nan,7600000,19300000,12,463,5400000,1500000,16000000,9600000,0
2362,4, Not Graduate, Yes,7000000,26700000,4,486,10600000,12200000,18800000,6000000,1
2363,0, Not Graduate, No,5700000,13000000,6,328,7800000,7500000,20700000,8200000,0
2364,3, Not Graduate, No,3900000,11900000,6,607,6600000,6000000,8800000,2000000,1
2365,0, Graduate, No,6500000,16200000,4,812,17200000,10700000,20200000,6200000,1
2366,4, Not Graduate,,2300000,7700000,16,589,6000000,4400000,6300000,2300000,1
2367,1, Not Graduate, No,5700000,21800000,18,657,14100000,3200000,21800000,3200000,1
2368,1, Graduate, Yes,4300000,17200000,4,564,10400000,6600000,11500000,2200000,1
2369,1, Not Graduate, Yes,300000,900000,20,419,800000,0,600000,300000,0
2370,1, Not Graduate,nan,4400000,12100000,4,884,9800000,6500000,15000000,6000000,1
2371,1, Graduate, Yes,5600000,16800000,16,528,7500000,6500000,12300000,3900000,0
2372,2, Graduate, No,600000,1300000,12,475,100000,1100000,2300000,600000,0
2373,4, Not Graduate, Yes,2500000,5100000,20,695,1100000,4100000,6700000,3500000,1
2374,3, Not Graduate, Yes,5500000,20400000,10,546,10600000,8200000,13500000,4000000,0
2375,4, Not Graduate, No,1900000,4000000,10,388,500000,1400000,5600000,900000,0
2376,1, Not Graduate, Yes,3800000,11100000,6,760,2100000,1800000,8700000,5700000,1
2377,3, Not Graduate, No,300000,600000,6,896,300000,400000,600000,400000,1
2378,3, Graduate, Yes,4400000,,16,865,1200000,8400000,15000000,3400000,1
2379,3, Graduate,,5600000,12700000,12,395,8200000,9300000,22000000,6400000,0
2380,4, Not Graduate, No,4100000,13100000,14,772,11200000,4200000,10500000,3800000,1
2381,2, Not Graduate, Yes,7900000,16100000,18,318,17300000,2900000,29900000,9300000,0
2382,3, Not Graduate, Yes,5600000,20900000,14,649,4000000,10700000,13000000,8200000,1
2383,3, Not Graduate, No,1200000,3100000,10,438,1500000,2200000,3900000,1000000,0
2384,5, Graduate, No,6900000,19700000,6,588,9800000,7500000,17100000,7300000,1
2385,5, Not Graduate, No,2700000,5600000,2,815,1100000,2000000,7100000,2600000,1
2386,4, Graduate, Yes,9800000,22100000,4,364,16800000,11100000,26500000,7300000,0
2387,2, Not Graduate, No,9300000,32300000,4,586,14300000,6400000,37000000,10400000,1
2388,4, Not Graduate, No,6700000,25300000,12,555,16900000,3600000,23500000,4900000,1
2389,4, Graduate, No,1300000,4600000,10,312,1800000,600000,3100000,800000,0
2390,2, Graduate, Yes,7900000,17100000,16,605,19200000,14100000,21900000,10400000,1
2391,4, Graduate, Yes,4700000,11000000,4,321,10100000,100000,9600000,6900000,0
2392,2, Graduate, No,3700000,13400000,16,393,6400000,600000,14200000,3500000,0
2393,5, Graduate, Yes,2400000,6900000,20,725,1700000,400000,8800000,2400000,1
2394,1, Not Graduate, Yes,8100000,27600000,,438,1000000,10500000,32200000,8000000,0
2395,5, Graduate, Yes,5400000,21400000,12,399,4000000,9700000,12400000,6800000,0
2396,0, Not Graduate, Yes,1600000,5300000,4,733,400000,2100000,5500000,1100000,1
2397,5, Not Graduate, Yes,500000,1800000,20,615,500000,700000,1100000,300000,1
2398,3, Not Graduate, Yes,5300000,19500000,4,591,13200000,4700000,19800000,7900000,1
2399,1, Graduate, Yes,9600000,,18,478,18500000,15200000,38200000,9400000,0
2400,4, Graduate, No,2200000,7800000,20,633,0,3900000,8400000,1900000,1
2401,1, Not Graduate, No,2100000,5300000,20,461,1500000,3800000,8100000,1700000,0
2402,2, Not Graduate, Yes,2800000,7000000,2,834,500000,2900000,8100000,1300000,1
2403,, Graduate,,6100000,20700000,4,816,14900000,5400000,24200000,5900000,1
2404,3, Graduate, No,4100000,11700000,10,729,6900000,6200000,15400000,2100000,1
2405,2, Graduate, Yes,5600000,19100000,8,350,2700000,1200000,14200000,4200000,0
2406,3, Not Graduate, Yes,5800000,16600000,10,444,13300000,5900000,,8500000,0
